name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),veg_nonveg_type,famous_dish,success_rate,cancellation_rate,latitude,longitude,distance_km
The Monalisa Restaurant,1,0,3.3,4,Koramangala 5Th Block,Quick Bites,Chinese,Chinese,300.0,Delivery,BTM,Veg,Chinese,0.47041171434132983,0.5295882856586702,12.9716,77.5946,1.1799233423387865
Basmati's Briyani Nation,1,0,3.700448817952718,0,Hsr,"Takeaway, Delivery",Biryani,"Biryani, Fast Food",350.0,Delivery,BTM,Both,Biryani,0.5755051870170954,0.4244948129829046,12.9716,77.5946,1.1799233423387865
Marwa Restaurant,1,1,3.5,551,Bannerghatta Road,Casual Dining,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","North Indian, Chinese, Fast Food, BBQ",600.0,Delivery,BTM,Veg,Kalmi Kabab,0.5447244968985533,0.4552755031014467,12.9716,77.5946,1.1799233423387865
Tibetan Mother's Kitchen,1,0,4.0,957,Koramangala 7Th Block,Casual Dining,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken","Tibetan, Chinese, Momos",500.0,Delivery,BTM,Veg,Momos,0.6686758157073279,0.3313241842926721,12.9716,77.5946,1.1799233423387865
Pecos Hideout,0,1,4.0,165,Btm,Bar,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",Finger Food,1100.0,Delivery,BTM,Veg,Chicken Steak,0.39896766229140124,0.6010323377085988,12.9716,77.5946,1.1799233423387865
Hanoi - Vietnamese Cuisine,1,1,4.4,1796,Koramangala 4Th Block,Casual Dining,"Pho, Hot Pot, Sangria, Fig Ice Cream, Crepe, Fish, Pumpkin Soup",Vietnamese,1000.0,Delivery,BTM,Veg,Pho,0.749415911479042,0.25058408852095804,12.9716,77.5946,1.1799233423387865
Yum In My Tum,1,0,4.1,99,Btm,Quick Bites,"Momos, Pizza Sandwich, Manchow Soup, Spring Roll, Noodles, Fries, Fried Rice","Chinese, Continental, Fast Food, Healthy Food",300.0,Delivery,BTM,Veg,Momos,0.6162653862838756,0.3837346137161244,12.9716,77.5946,1.1799233423387865
Once In Nature,1,0,3.7,37,Jp Nagar,Quick Bites,Healthy Food,Healthy Food,300.0,Delivery,BTM,Veg,Healthy Food,0.591267830554338,0.40873216944566204,12.9716,77.5946,1.1799233423387865
Gud Dhani,1,0,4.0,827,Btm,Casual Dining,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",Rajasthani,500.0,Delivery,BTM,Veg,Buttermilk,0.5735640340295984,0.42643596597040156,12.9716,77.5946,1.1799233423387865
Royal Paris,1,0,3.9,68,Btm,Casual Dining,"Butter Chicken, Chicken Biryani","North Indian, Arabian, Chinese",1000.0,Delivery,BTM,Veg,Butter Chicken,0.5644263377805112,0.4355736622194888,12.9716,77.5946,1.1799233423387865
What'sinaPita,1,0,3.9,231,Koramangala 1St Block,Delivery,"Falafel Wrap, Salads, Brownie Fudge, Fattoush Salad, Chicken Wings, Pita Bread, Paneer Wrap","Mediterranean, Middle Eastern, Wraps, Rolls",400.0,Delivery,BTM,Veg,Falafel Wrap,0.6121643779866506,0.3878356220133494,12.9716,77.5946,1.1799233423387865
David's Kitchen,1,0,3.5,13,Btm,Quick Bites,North Indian,"North Indian, South Indian, Chinese",200.0,Delivery,BTM,Veg,North Indian,0.5933806100505652,0.4066193899494348,12.9716,77.5946,1.1799233423387865
Daniyal's,1,0,3.1,42,Btm,Quick Bites,North Indian,"North Indian, Biryani, Mughlai, Kebab",800.0,Delivery,BTM,Both,North Indian,0.4997104216100244,0.5002895783899757,12.9716,77.5946,1.1799233423387865
Smally's Resto Cafe,1,1,4.2,1692,Koramangala 5Th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650.0,Delivery,BTM,Veg,Burgers,0.6259982555097329,0.37400174449026713,12.9716,77.5946,1.1799233423387865
Tarbouche,1,0,4.0,265,Koramangala 5Th Block,Kiosk,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma","Turkish, Rolls",300.0,Delivery,BTM,Veg,Falafel,0.6485898978642498,0.3514101021357502,12.9716,77.5946,1.1799233423387865
Fujian Express,1,0,3.2,16,Hsr,Quick Bites,Chinese,"Chinese, Thai, American, Momos",200.0,Delivery,BTM,Veg,Chinese,0.36568623828866753,0.6343137617113325,12.9716,77.5946,1.1799233423387865
Desi Flavours,1,0,3.9,121,Koramangala 1St Block,Quick Bites,"Chicken Biryani, Thali, Rolls, Ambur Biryani, Palak Paneer, Salad, Bhatti Ka Murgh","North Indian, Chinese, Biryani",400.0,Delivery,BTM,Both,Chicken Biryani,0.4935448813885346,0.5064551186114654,12.9716,77.5946,1.1799233423387865
Swaadam Veg,1,0,3.6,34,Btm,Casual Dining,South Indian,"South Indian, Chinese",300.0,Delivery,BTM,Veg,South Indian,0.5596876997765753,0.4403123002234247,12.9716,77.5946,1.1799233423387865
Bakers77,1,0,4.0,36,Jayanagar,"Bakery, Quick Bites",Bakery,"Bakery, Fast Food",400.0,Delivery,BTM,Veg,Bakery,0.5763470527936447,0.42365294720635527,12.925,77.5938,5.768672173515686
Mustard Food Court,1,0,3.6,163,Koramangala 3Rd Block,Casual Dining,"Chicken Biryani, Chicken Wings, Chicken Curry, Kadhai Paneer, Butter Chicken, Noodles, Vegetable Biryani","North Indian, Chinese",500.0,Delivery,BTM,Veg,Chicken Biryani,0.5581808631645733,0.44181913683542673,12.9716,77.5946,1.1799233423387865
Patiala House,1,0,3.700448817952718,0,Koramangala 7Th Block,"Takeaway, Delivery",North Indian,"North Indian, Rolls, Chinese, Biryani",300.0,Delivery,BTM,Both,North Indian,0.5407764783656869,0.4592235216343131,12.9716,77.5946,1.1799233423387865
Once Upon A Flame,1,0,4.5,2062,Hsr,Casual Dining,"Burgers, Mocktails, Mashed Potato, Salads, Pasta Alfredo, Chicken Steak, Beef Steak","Steak, Continental, Burger, BBQ",1200.0,Delivery,BTM,Veg,Burgers,0.702798710585707,0.297201289414293,12.9716,77.5946,1.1799233423387865
Skinz Ooty Chocolate,1,0,3.700448817952718,0,Koramangala 8Th Block,Dessert Parlor,Desserts,Desserts,200.0,Delivery,BTM,Veg,Desserts,0.49683596119443024,0.5031640388055698,12.9716,77.5946,1.1799233423387865
Karahi Kitchen,1,0,3.9,163,Koramangala 5Th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300.0,Delivery,BTM,Non-Veg,Chicken Biryani,0.5939294849123496,0.40607051508765035,12.9716,77.5946,1.1799233423387865
Nagas,1,0,2.9,7,Hsr,Quick Bites,Andhra,"Andhra, Hyderabadi, North Indian",300.0,Delivery,BTM,Veg,Andhra,0.48734548876779366,0.5126545112322063,12.9716,77.5946,1.1799233423387865
Stoned Monkey,1,0,4.1,507,Koramangala 6Th Block,Dessert Parlor,"Nachos, Waffles, Hot Chocolate Fudge, Chocolate Icecreams, Tiramisu, Cheesy Garlic Bread, Vanilla Ice Cream","Desserts, Ice Cream",500.0,Delivery,BTM,Veg,Nachos,0.6575638895121508,0.34243611048784917,12.9716,77.5946,1.1799233423387865
Chung Wah,1,0,4.0,536,Bannerghatta Road,Casual Dining,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll","Chinese, Thai, Momos, Vietnamese",800.0,Delivery,BTM,Veg,Chicken Chowmein,0.6852309466715986,0.31476905332840144,12.9716,77.5946,1.1799233423387865
The Shawarma Shop,1,0,4.1,381,Btm,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250.0,Delivery,BTM,Veg,Rumali Roti,0.6064955590572486,0.3935044409427514,12.9716,77.5946,1.1799233423387865
Nilu Ki Rasoi,1,0,3.7,37,Btm,Quick Bites,North Indian,"North Indian, Chinese",250.0,Delivery,BTM,Veg,North Indian,0.5518550125172639,0.4481449874827361,12.9716,77.5946,1.1799233423387865
New Kabab Zone,1,0,3.7,83,Bannerghatta Road,Quick Bites,North Indian,"North Indian, Fast Food",500.0,Delivery,BTM,Veg,North Indian,0.4628207018863647,0.5371792981136353,12.9716,77.5946,1.1799233423387865
Brownie Heaven,1,0,3.9,16,Koramangala 5Th Block,Dessert Parlor,Desserts,Desserts,300.0,Delivery,BTM,Veg,Desserts,0.5362146010457404,0.46378539895425963,12.9716,77.5946,1.1799233423387865
Ruh's Cafe,1,0,4.1,464,Btm,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500.0,Delivery,BTM,Veg,Coffee,0.5861158582768558,0.41388414172314425,12.9716,77.5946,1.1799233423387865
Barbeque Delight,1,0,3.7,65,Koramangala 5Th Block,Casual Dining,"Tandoori Chicken, Paratha","Arabian, Kerala, North Indian, Chinese, BBQ",800.0,Delivery,BTM,Veg,Tandoori Chicken,0.5911744852183806,0.40882551478161944,12.9716,77.5946,1.1799233423387865
Milk N Shakes,1,0,3.7,45,Koramangala 8Th Block,Beverage Shop,Beverages,Beverages,300.0,Delivery,BTM,Veg,Beverages,0.5077519875217543,0.4922480124782457,12.9716,77.5946,1.1799233423387865
Fritz Haber,1,0,4.1,397,Hsr,Dessert Parlor,"Ice Cream Roll, Nitrogen Ice Cream, Roasted Almonds, Salted Caramel","Ice Cream, Desserts",450.0,Delivery,BTM,Veg,Ice Cream Roll,0.6343928089722324,0.3656071910277676,12.9716,77.5946,1.1799233423387865
Chicken Corner,1,0,3.7,25,Btm,Quick Bites,Biryani,"Biryani, North Indian, Fast Food, Chinese",400.0,Delivery,BTM,Both,Biryani,0.5378644939997398,0.4621355060002602,12.9716,77.5946,1.1799233423387865
Bombay Kulfi,1,0,3.8,18,Jayanagar,Dessert Parlor,Desserts,"Desserts, Ice Cream",150.0,Delivery,BTM,Veg,Desserts,0.5414624117347563,0.4585375882652437,12.925,77.5938,5.768672173515686
Bangaliana,1,0,3.9,452,Koramangala 7Th Block,Casual Dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600.0,Delivery,BTM,Veg,Sea Food,0.583000782106853,0.416999217893147,12.9716,77.5946,1.1799233423387865
Rolla Rappa,1,0,3.6,176,Hsr,Delivery,"Rolls, Tandoori Momos, Soya Chaap, Peri Peri Chicken Roll, Chicken Biryani, Fries, Paneer Roll","Biryani, Fast Food, Rolls, Momos",400.0,Delivery,BTM,Both,Rolls,0.5085790635166354,0.4914209364833646,12.9716,77.5946,1.1799233423387865
Still Sipping,1,1,3.700448817952718,0,Hsr,Cafe,Cafe,"Cafe, Continental, Coffee",800.0,Delivery,BTM,Veg,Cafe,0.5161042398394565,0.4838957601605435,12.9716,77.5946,1.1799233423387865
Basmati Delights,1,0,4.0,869,Btm,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0,Delivery,BTM,Both,Tandoori Chicken,0.5052490602238023,0.49475093977619766,12.9716,77.5946,1.1799233423387865
Tawa Ghar Ka,1,0,3.8,331,Hsr,Quick Bites,"Mushroom Masala, Thali, Aloo Paratha, Roti, Samosa, Panneer Butter Masala",North Indian,350.0,Delivery,BTM,Veg,Mushroom Masala,0.5435017668199172,0.45649823318008276,12.9716,77.5946,1.1799233423387865
Uday Sweets,1,0,3.8,33,Koramangala 5Th Block,Sweet Shop,"Samosa, Poha, Rasgulla, Kachori","Mithai, Fast Food",250.0,Delivery,BTM,Veg,Samosa,0.5265897580918032,0.4734102419081968,12.9716,77.5946,1.1799233423387865
Only Sharjah,1,0,3.700448817952718,0,Btm,Beverage Shop,Beverages,Beverages,200.0,Delivery,BTM,Veg,Beverages,0.5117570527766359,0.48824294722336414,12.9716,77.5946,1.1799233423387865
Chillout,1,0,3.700448817952718,0,Btm,Cafe,Burger,"Burger, Cafe, Pizza, Fast Food",200.0,Delivery,BTM,Veg,Burger,0.5583997553735918,0.44160024462640823,12.9716,77.5946,1.1799233423387865
D Fusion,1,0,3.5,9,Bommanahalli,Quick Bites,Fast Food,"Fast Food, Chinese",400.0,Delivery,BTM,Veg,Fast Food,0.5455920063847726,0.45440799361522743,12.9716,77.5946,1.1799233423387865
Vidya Cafe,1,0,3.2,4,Jp Nagar,Quick Bites,Burger,"Burger, Fast Food, Desserts, Sandwich",300.0,Delivery,BTM,Veg,Burger,0.48668101800778185,0.5133189819922181,12.9716,77.5946,1.1799233423387865
Mitran Da Junction,1,0,4.1,320,Koramangala 6Th Block,Quick Bites,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",North Indian,600.0,Delivery,BTM,Veg,Butter Chicken,0.6429741815757055,0.3570258184242945,12.9716,77.5946,1.1799233423387865
B2D Indori Dhaba,0,0,3.700448817952718,0,Btm,Quick Bites,North Indian,North Indian,100.0,Delivery,BTM,Veg,North Indian,0.366334198535608,0.633665801464392,12.9716,77.5946,1.1799233423387865
Freshies Gourmet Salads,1,0,3.7,17,Hsr,"Takeaway, Delivery",Salad,"Salad, Healthy Food",350.0,Delivery,BTM,Veg,Salad,0.5230501848062958,0.47694981519370416,12.9716,77.5946,1.1799233423387865
Bansuri Sweets,0,0,3.8,110,Btm,Quick Bites,"Chaat, Gulab Jamun, Panipuri, Samosa, Dhokla, Thali, Kachori","Street Food, North Indian",200.0,Delivery,BTM,Veg,Chaat,0.32881773704507944,0.6711822629549206,12.9716,77.5946,1.1799233423387865
Lassi Darbar,1,0,3.6,11,Btm,Beverage Shop,Ice Cream,"Ice Cream, Juices, Beverages",200.0,Delivery,BTM,Veg,Ice Cream,0.5408371669714221,0.45916283302857785,12.9716,77.5946,1.1799233423387865
Lot Like Crepes,1,0,4.7,1022,Koramangala 7Th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550.0,Delivery,BTM,Veg,Paneer Peri Peri,0.7094036596776047,0.29059634032239534,12.9716,77.5946,1.1799233423387865
Gramin,1,0,4.3,3447,Koramangala 7Th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600.0,Delivery,BTM,Veg,Chaach,0.7438287647812327,0.2561712352187673,12.9716,77.5946,1.1799233423387865
Tenzin Kitchen,1,0,4.2,522,Koramangala 7Th Block,Quick Bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450.0,Delivery,BTM,Veg,Momos,0.6688623594713393,0.3311376405286607,12.9716,77.5946,1.1799233423387865
Raichur Biryani House,1,0,3.8,283,Hsr,Quick Bites,"Chicken Biryani, Dum Biryani, Vegetable Biryani, Mutton Biryani","Biryani, North Indian, Chinese",400.0,Delivery,BTM,Both,Chicken Biryani,0.5279703135529685,0.47202968644703147,12.9716,77.5946,1.1799233423387865
Yummerica Fries,0,0,3.3,16,Btm,Quick Bites,Fast Food,"Fast Food, Beverages",300.0,Delivery,BTM,Veg,Fast Food,0.2826848570962985,0.7173151429037015,12.9716,77.5946,1.1799233423387865
Hot Burg,1,0,3.5,51,Bannerghatta Road,Quick Bites,Fast Food,"Fast Food, Juices",200.0,Delivery,BTM,Veg,Fast Food,0.5469598731356224,0.45304012686437756,12.9716,77.5946,1.1799233423387865
Willys Top Cafe,1,0,4.0,310,Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750.0,Delivery,BTM,Veg,Coffee Shake,0.633925079017017,0.366074920982983,12.925,77.5938,5.768672173515686
New Prashanth Hotel,1,0,3.6,142,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750.0,Delivery,BTM,Both,Ragi Mudde,0.5744793669713613,0.42552063302863874,12.925,77.5938,5.768672173515686
Laziz Pizza,1,0,3.8,41,Koramangala 7Th Block,Quick Bites,"Pizza, Peri Peri Fries, Veg Paprika","Fast Food, Burger, Pizza",400.0,Delivery,BTM,Veg,Pizza,0.547536859309003,0.452463140690997,12.9716,77.5946,1.1799233423387865
Al Hayath,0,0,3.5,17,Btm,Quick Bites,North Indian,"North Indian, Chinese",200.0,Delivery,BTM,Veg,North Indian,0.2501018616751521,0.749898138324848,12.9716,77.5946,1.1799233423387865
Khaja Point,0,0,3.700448817952718,0,Btm,Quick Bites,North Indian,"North Indian, Chinese, Biryani",300.0,Delivery,BTM,Both,North Indian,0.2876092834318102,0.7123907165681898,12.9716,77.5946,1.1799233423387865
Kumarakom,1,1,3.8,1166,Hsr,Casual Dining,"Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry","Kerala, Seafood, South Indian, North Indian, Chinese",600.0,Delivery,BTM,Both,Egg Roast,0.5844135198224345,0.4155864801775655,12.9716,77.5946,1.1799233423387865
Babu Moshai,1,0,3.1,43,Bannerghatta Road,Quick Bites,Fast Food,"Fast Food, Bengali",500.0,Delivery,BTM,Veg,Fast Food,0.48037767630962036,0.5196223236903796,12.9716,77.5946,1.1799233423387865
Shanghai Court,1,0,4.2,421,Bannerghatta Road,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chinese, Thai",700.0,Delivery,BTM,Veg,Chicken Manchow Soup,0.552569595967064,0.447430404032936,12.9716,77.5946,1.1799233423387865
Ascharya Hotel,1,0,3.4,11,Koramangala 5Th Block,Quick Bites,Mangalorean,"Mangalorean, South Indian",300.0,Delivery,BTM,Veg,Mangalorean,0.5024245356775434,0.4975754643224566,12.9716,77.5946,1.1799233423387865
Dev's Gugababa,1,0,3.5,177,Btm,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500.0,Delivery,BTM,Veg,Fish,0.547215923171783,0.452784076828217,12.9716,77.5946,1.1799233423387865
DinePost9,1,0,3.9,226,Koramangala 1St Block,Delivery,"Tandoori Chicken, Panneer Butter Masala, Butter Naan, Kheer","North Indian, South Indian, Chinese, Continental",450.0,Delivery,BTM,Veg,Tandoori Chicken,0.5089667089497378,0.49103329105026217,12.9716,77.5946,1.1799233423387865
WAFL Co,1,0,4.3,50,Koramangala 5Th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400.0,Delivery,BTM,Veg,Waffles,0.6686410197860382,0.3313589802139618,12.9716,77.5946,1.1799233423387865
Oh My Biryani,1,0,3.7,439,Hsr,"Takeaway, Delivery","Raita, Butter Chicken Biryani, Shahi Tukda, Gulab Jamun, Coconut Chicken, Mutton Biryani","Biryani, North Indian",550.0,Delivery,BTM,Both,Raita,0.5264478247012864,0.47355217529871363,12.9716,77.5946,1.1799233423387865
Kinpeetos,1,0,3.9,64,Koramangala 5Th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300.0,Delivery,BTM,Veg,Burgers,0.6265213400394789,0.3734786599605211,12.9716,77.5946,1.1799233423387865
Pipabu,1,0,3.8,74,Koramangala 4Th Block,Casual Dining,"Pasta, Pizza","Continental, Italian, Chinese",750.0,Delivery,BTM,Veg,Pasta,0.5246462940610148,0.4753537059389852,12.9716,77.5946,1.1799233423387865
Chun Li,1,0,3.700448817952718,0,Koramangala 6Th Block,Quick Bites,Chinese,Chinese,300.0,Delivery,BTM,Veg,Chinese,0.4862248280998808,0.5137751719001191,12.9716,77.5946,1.1799233423387865
Nutri Fit,1,0,3.4,5,Hsr,"Takeaway, Delivery",Healthy Food,Healthy Food,300.0,Delivery,BTM,Veg,Healthy Food,0.47718226647749573,0.5228177335225043,12.9716,77.5946,1.1799233423387865
Punjabi by Nature 2.0,1,1,4.2,3230,Btm,"Casual Dining, Microbrewery","Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",North Indian,1600.0,Delivery,BTM,Veg,Paneer Tikki,0.652811510195944,0.34718848980405603,12.9716,77.5946,1.1799233423387865
Curry Leaves,1,0,3.8,232,Jayanagar,Casual Dining,"Andhra Meal, Vegetable Biryani, Veg Thali, Chicken Chettinad, French Chicken, Manchurian","Andhra, North Indian, Chinese",600.0,Delivery,BTM,Veg,Andhra Meal,0.5347109856500191,0.46528901434998093,12.925,77.5938,5.768672173515686
Biryani Miya,1,0,3.7,37,Jp Nagar,Delivery,Chicken Biryani,"Biryani, North Indian",600.0,Delivery,BTM,Both,Chicken Biryani,0.5273593870962493,0.4726406129037507,12.9716,77.5946,1.1799233423387865
Abhiruchi Hotel,1,0,3.2,12,Bommanahalli,Casual Dining,North Indian,"North Indian, South Indian, Chinese",500.0,Delivery,BTM,Veg,North Indian,0.4919121358108058,0.5080878641891942,12.9716,77.5946,1.1799233423387865
Ishta Cafe,1,0,3.9,41,Jayanagar,Quick Bites,Pizza,"Pizza, South Indian, Healthy Food",500.0,Delivery,BTM,Veg,Pizza,0.5546717824607503,0.44532821753924967,12.925,77.5938,5.768672173515686
Olives Restaurant,1,0,3.700448817952718,0,Hsr,Quick Bites,South Indian,"South Indian, Chinese, North Indian",400.0,Delivery,BTM,Veg,South Indian,0.5342504825464894,0.46574951745351056,12.9716,77.5946,1.1799233423387865
D View Cafe,1,0,4.0,508,Jp Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",1000.0,Delivery,BTM,Veg,Chicken Lollipop,0.4985928625493759,0.5014071374506242,12.9716,77.5946,1.1799233423387865
Mr. Cane,1,0,3.700448817952718,0,Bommanahalli,Beverage Shop,Juices,Juices,100.0,Delivery,BTM,Veg,Juices,0.5571410030446134,0.44285899695538655,12.9716,77.5946,1.1799233423387865
Chai Culture,1,0,3.6,8,Jayanagar,Beverage Shop,Beverages,Beverages,200.0,Delivery,BTM,Veg,Beverages,0.5206824206667473,0.4793175793332527,12.925,77.5938,5.768672173515686
Ambara Gardenia,1,1,3.8,256,Bannerghatta Road,Casual Dining,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan","Andhra, North Indian, Chinese, Seafood",800.0,Delivery,BTM,Both,Fish Fry,0.635077386666729,0.36492261333327103,12.9716,77.5946,1.1799233423387865
Nellore Ruchulu,1,0,3.7,31,Bannerghatta Road,Casual Dining,North Indian,"North Indian, South Indian, Chinese",800.0,Delivery,BTM,Veg,North Indian,0.491074260648709,0.5089257393512909,12.9716,77.5946,1.1799233423387865
Brewsky,1,1,4.4,4315,Jp Nagar,Microbrewery,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails","Continental, American",1600.0,Delivery,BTM,Veg,Pork Chops,0.6114923153240739,0.3885076846759261,12.9716,77.5946,1.1799233423387865
Stoner,1,0,4.5,2594,Koramangala 5Th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Delivery,BTM,Veg,Burgers,0.7146367897155135,0.2853632102844865,12.9716,77.5946,1.1799233423387865
Baba Chatkora,1,0,4.2,820,Koramangala 6Th Block,Casual Dining,"Matka Lassi, Paneer Tikka, Chole, Shikanji, Onion Kulcha, Malai Chaap, Soya Chaap",North Indian,1000.0,Delivery,BTM,Veg,Matka Lassi,0.6319413699270569,0.36805863007294315,12.9716,77.5946,1.1799233423387865
The Rasoiya Street,1,1,4.1,1318,Hsr,Casual Dining,"Sandwich, Mushroom Soup, Enchiladas, Wood Fire Pizza, Tawa Pulav, Broccoli Soup, Achari Paneer","North Indian, Continental, Mediterranean, Chinese",800.0,Delivery,BTM,Veg,Sandwich,0.5605693185551918,0.43943068144480824,12.9716,77.5946,1.1799233423387865
